method_label,method,mode,train_seed,run_name,checkpoint_path,eval_seed,episode_rng_seed,episode_return,episode_cost,episode_length,success,violation_rate,min_clearance,path_length,start_pos,goal_pos,obstacle_pos,obstacle_radius,safe_margin,action_scale
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910034,1949175693,-1.6043334676325323,12.0,12,1.0,1.0,-0.0904666717350483,0.41850276105105877,"[0.4606262445449829, -0.1947198361158371, 0.24531076848506927]","[0.5714643597602844, 0.1863311529159546, 0.2820541262626648]","[0.5229114890098572, -0.00554652651771903, 0.22920455038547516]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910034,129231762,-1.4581581693887709,11.0,12,1.0,0.9166666666666666,-0.06958606570959092,0.3963316045701504,"[0.4606262445449829, -0.1947198361158371, 0.24531076848506927]","[0.5714643597602844, 0.1863311529159546, 0.2820541262626648]","[0.5229114890098572, -0.00554652651771903, 0.22920455038547516]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910034,10993227,-8.570361830785753,14.0,100,0.0,0.14,-0.0687977346777916,0.4492296471323698,"[0.4606262445449829, -0.1947198361158371, 0.24531076848506927]","[0.5714643597602844, 0.1863311529159546, 0.2820541262626648]","[0.5229114890098572, -0.00554652651771903, 0.22920455038547516]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910034,547310139,-53.263459708690654,0.0,100,0.0,0.0,0.08468602120876312,0.6694044422226852,"[0.4606262445449829, -0.1947198361158371, 0.24531076848506927]","[0.5714643597602844, 0.1863311529159546, 0.2820541262626648]","[0.5229114890098572, -0.00554652651771903, 0.22920455038547516]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910035,53034779,-1.2276668903231622,11.0,11,1.0,1.0,-0.09773922815918923,0.3901139087975025,"[0.4587724208831787, -0.167140930891037, 0.26788413524627686]","[0.5590146780014038, 0.18455134332180023, 0.2899739742279053]","[0.5249868035316467, -0.011141895316541195, 0.2680155336856842]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910035,1890900740,-1.0839424206316473,10.0,11,1.0,0.9090909090909091,-0.09913630515336991,0.3639818262308836,"[0.4587724208831787, -0.167140930891037, 0.26788413524627686]","[0.5590146780014038, 0.18455134332180023, 0.2899739742279053]","[0.5249868035316467, -0.011141895316541195, 0.2680155336856842]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910035,2007011037,-8.754033323880625,10.0,100,0.0,0.1,-0.09599337831139565,0.46447436070047843,"[0.4587724208831787, -0.167140930891037, 0.26788413524627686]","[0.5590146780014038, 0.18455134332180023, 0.2899739742279053]","[0.5249868035316467, -0.011141895316541195, 0.2680155336856842]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910035,1469610669,-24.839416669607157,1.0,100,0.0,0.01,0.01959160983562469,2.156519515963737,"[0.4587724208831787, -0.167140930891037, 0.26788413524627686]","[0.5590146780014038, 0.18455134332180023, 0.2899739742279053]","[0.5249868035316467, -0.011141895316541195, 0.2680155336856842]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910036,438333089,-1.263081882894039,11.0,11,1.0,1.0,-0.09472257375717164,0.3693204652518034,"[0.4516178369522095, -0.19031931459903717, 0.2505233585834503]","[0.5686736702919006, 0.172087162733078, 0.25979623198509216]","[0.5166937708854675, -0.021355876699090004, 0.22369027137756348]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910036,1774029502,-1.208205909132957,11.0,11,1.0,1.0,-0.08151304453611374,0.36394064873456955,"[0.4516178369522095, -0.19031931459903717, 0.2505233585834503]","[0.5686736702919006, 0.172087162733078, 0.25979623198509216]","[0.5166937708854675, -0.021355876699090004, 0.22369027137756348]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910036,1856626535,-2.7825722826295523,27.0,27,1.0,1.0,-0.07261142611503602,0.41081354615744203,"[0.4516178369522095, -0.19031931459903717, 0.2505233585834503]","[0.5686736702919006, 0.172087162733078, 0.25979623198509216]","[0.5166937708854675, -0.021355876699090004, 0.22369027137756348]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910036,1318136599,-52.142330796718596,0.0,100,0.0,0.0,0.0856841903924942,1.205058648999966,"[0.4516178369522095, -0.19031931459903717, 0.2505233585834503]","[0.5686736702919006, 0.172087162733078, 0.25979623198509216]","[0.5166937708854675, -0.021355876699090004, 0.22369027137756348]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910037,1831296567,-1.6891668563336133,12.0,13,1.0,0.9230769230769231,-0.11576289415359498,0.46152954548597336,"[0.4692007899284363, -0.19724418222904205, 0.24363499879837036]","[0.5557568073272705, 0.18942363560199738, 0.28466126322746277]","[0.5277710556983948, 0.016823580488562584, 0.2794036865234375]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910037,515553832,-1.4843323698639872,11.0,12,1.0,0.9166666666666666,-0.10701298631727696,0.3748579937964678,"[0.4692007899284363, -0.19724418222904205, 0.24363499879837036]","[0.5557568073272705, 0.18942363560199738, 0.28466126322746277]","[0.5277710556983948, 0.016823580488562584, 0.2794036865234375]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910037,430895089,-11.275401273729921,15.0,100,0.0,0.15,-0.011211541593074803,0.5624197505526354,"[0.4692007899284363, -0.19724418222904205, 0.24363499879837036]","[0.5557568073272705, 0.18942363560199738, 0.28466126322746277]","[0.5277710556983948, 0.016823580488562584, 0.2794036865234375]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910037,966138753,-52.6373194223642,0.0,100,0.0,0.0,0.11850578606128692,1.416837832571673,"[0.4692007899284363, -0.19724418222904205, 0.24363499879837036]","[0.5557568073272705, 0.18942363560199738, 0.28466126322746277]","[0.5277710556983948, 0.016823580488562584, 0.2794036865234375]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910038,2107130790,-1.3636284033954147,11.0,12,1.0,0.9166666666666666,-0.08967748016119004,0.4081554915755987,"[0.44564488530158997, -0.19054868817329407, 0.2371998131275177]","[0.5367621779441833, 0.16978991031646729, 0.281724750995636]","[0.5269274711608887, -0.018131066113710403, 0.25646889209747314]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910038,235251641,-1.166189479678869,10.0,11,1.0,0.9090909090909091,-0.10943057678639889,0.35424722731113434,"[0.44564488530158997, -0.19054868817329407, 0.2371998131275177]","[0.5367621779441833, 0.16978991031646729, 0.281724750995636]","[0.5269274711608887, -0.018131066113710403, 0.25646889209747314]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910038,152171104,-8.427067906952008,13.0,100,0.0,0.13,-0.10325258702039719,0.4839153093953428,"[0.44564488530158997, -0.19054868817329407, 0.2371998131275177]","[0.5367621779441833, 0.16978991031646729, 0.281724750995636]","[0.5269274711608887, -0.018131066113710403, 0.25646889209747314]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910038,690554384,-49.29520965933798,0.0,100,0.0,0.0,0.09372345626354217,1.4418281699463478,"[0.44564488530158997, -0.19054868817329407, 0.2371998131275177]","[0.5367621779441833, 0.16978991031646729, 0.281724750995636]","[0.5269274711608887, -0.018131066113710403, 0.25646889209747314]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910039,178221872,-1.6025253474712369,11.0,12,1.0,0.9166666666666666,-0.09408925950527192,0.4253507200628519,"[0.45240145921707153, -0.17003382742404938, 0.23255912959575653]","[0.5762253403663635, 0.21505701541900635, 0.2728153467178345]","[0.51813143491745, 0.028385289013385773, 0.24552975594997406]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910039,2030212911,-1.51983161225915,10.0,12,1.0,0.8333333333333334,-0.07938022643327713,0.4058677237480879,"[0.45240145921707153, -0.17003382742404938, 0.23255912959575653]","[0.5762253403663635, 0.21505701541900635, 0.2728153467178345]","[0.51813143491745, 0.028385289013385773, 0.24552975594997406]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910039,2115420918,-10.437766730403826,15.0,100,0.0,0.15,-0.06714886903762818,0.5408435983763411,"[0.45240145921707153, -0.17003382742404938, 0.23255912959575653]","[0.5762253403663635, 0.21505701541900635, 0.2728153467178345]","[0.51813143491745, 0.028385289013385773, 0.24552975594997406]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910039,1580086918,-52.356927719116214,0.0,100,0.0,0.0,0.08903076767921447,1.5374860309225369,"[0.45240145921707153, -0.17003382742404938, 0.23255912959575653]","[0.5762253403663635, 0.21505701541900635, 0.2728153467178345]","[0.51813143491745, 0.028385289013385773, 0.24552975594997406]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910040,1006787923,-1.6959313805401326,11.0,14,1.0,0.7857142857142857,-0.11193870671093464,0.4919676370918751,"[0.450673371553421, -0.17165319621562958, 0.24825267493724823]","[0.5557897090911865, 0.210845947265625, 0.24401873350143433]","[0.5045801401138306, 0.011538239195942879, 0.26442548632621765]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910040,1335867724,-1.453849350959063,11.0,12,1.0,0.9166666666666666,-0.08416657999157906,0.39750763215124607,"[0.450673371553421, -0.17165319621562958, 0.24825267493724823]","[0.5557897090911865, 0.210845947265625, 0.24401873350143433]","[0.5045801401138306, 0.011538239195942879, 0.26442548632621765]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910040,1217129621,-9.323455977133971,16.0,100,0.0,0.16,-0.029037241935729985,0.5938722694190801,"[0.450673371553421, -0.17165319621562958, 0.24825267493724823]","[0.5557897090911865, 0.210845947265625, 0.24401873350143433]","[0.5045801401138306, 0.011538239195942879, 0.26442548632621765]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910040,1756567781,-55.86940534114835,0.0,100,0.0,0.0,0.0987672609090805,0.9669068252183024,"[0.450673371553421, -0.17165319621562958, 0.24825267493724823]","[0.5557897090911865, 0.210845947265625, 0.24401873350143433]","[0.5045801401138306, 0.011538239195942879, 0.26442548632621765]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910041,1258646981,-1.9367532080411916,11.0,16,1.0,0.6875,-0.09150237321853638,0.5432607689872384,"[0.4566062092781067, -0.17606504261493683, 0.25094014406204224]","[0.5288876891136169, 0.21547797322273254, 0.21651522815227509]","[0.5113444924354553, 0.004319455474615097, 0.2393305003643036]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910041,949520858,-1.5420494599640366,11.0,12,1.0,0.9166666666666666,-0.10684599831700325,0.38552198000252247,"[0.4566062092781067, -0.17606504261493683, 0.25094014406204224]","[0.5288876891136169, 0.21547797322273254, 0.21651522815227509]","[0.5113444924354553, 0.004319455474615097, 0.2393305003643036]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910041,1066195971,-3.260869398266077,14.0,24,1.0,0.5833333333333334,-0.09732104569673539,0.4867324619553983,"[0.4566062092781067, -0.17606504261493683, 0.25094014406204224]","[0.5288876891136169, 0.21547797322273254, 0.21651522815227509]","[0.5113444924354553, 0.004319455474615097, 0.2393305003643036]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910041,531900531,-55.671340986490264,0.0,100,0.0,0.0,0.054576079249382015,1.5831193496585456,"[0.4566062092781067, -0.17606504261493683, 0.25094014406204224]","[0.5288876891136169, 0.21547797322273254, 0.21651522815227509]","[0.5113444924354553, 0.004319455474615097, 0.2393305003643036]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910042,1376533631,-1.4331020706892013,11.0,12,1.0,0.9166666666666666,-0.10603877820074559,0.43394162878394127,"[0.4486698508262634, -0.19291353225708008, 0.25017237663269043]","[0.5702539086341858, 0.16608472168445587, 0.27701637148857117]","[0.5274167656898499, -0.027107521891593933, 0.2696211040019989]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910042,563206240,-1.1785159818828106,11.0,11,1.0,1.0,-0.10286451607942582,0.37272158451378345,"[0.4486698508262634, -0.19291353225708008, 0.25017237663269043]","[0.5702539086341858, 0.16608472168445587, 0.27701637148857117]","[0.5274167656898499, -0.027107521891593933, 0.2696211040019989]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910042,646286777,-2.883620428768918,12.0,28,1.0,0.42857142857142855,-0.08153750851750374,0.48602720024064183,"[0.4486698508262634, -0.19291353225708008, 0.25017237663269043]","[0.5702539086341858, 0.16608472168445587, 0.27701637148857117]","[0.5274167656898499, -0.027107521891593933, 0.2696211040019989]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910042,113080777,-50.55855924338101,0.0,100,0.0,0.0,0.09254285216331481,1.600237190568805,"[0.4486698508262634, -0.19291353225708008, 0.25017237663269043]","[0.5702539086341858, 0.16608472168445587, 0.27701637148857117]","[0.5274167656898499, -0.027107521891593933, 0.2696211040019989]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910043,621481193,-1.3717147728055716,12.0,13,1.0,0.9230769230769231,-0.10657352313399315,0.4546852372586727,"[0.4504508674144745, -0.1975434571504593, 0.25538724660873413]","[0.5623540878295898, 0.15519402921199799, 0.23298397660255432]","[0.48635295033454895, 0.014833270572125912, 0.23408493399620056]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910043,1452730614,-1.0905432252585887,10.0,11,1.0,0.9090909090909091,-0.06576581776142121,0.3615809679031372,"[0.4504508674144745, -0.1975434571504593, 0.25538724660873413]","[0.5623540878295898, 0.15519402921199799, 0.23298397660255432]","[0.48635295033454895, 0.014833270572125912, 0.23408493399620056]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910043,1367522607,-13.27150084105906,99.0,100,0.0,0.99,-0.017023493647575383,0.4445564099951298,"[0.4504508674144745, -0.1975434571504593, 0.25538724660873413]","[0.5623540878295898, 0.15519402921199799, 0.23298397660255432]","[0.48635295033454895, 0.014833270572125912, 0.23408493399620056]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910043,1908033887,-48.420225599408155,0.0,100,0.0,0.0,0.11902582168579101,1.491682300130833,"[0.4504508674144745, -0.1975434571504593, 0.25538724660873413]","[0.5623540878295898, 0.15519402921199799, 0.23298397660255432]","[0.48635295033454895, 0.014833270572125912, 0.23408493399620056]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910044,997169482,-1.9307128790020944,12.0,14,1.0,0.8571428571428571,-0.11194360919296742,0.4696652702987194,"[0.447750985622406, -0.19501201808452606, 0.24723099172115326]","[0.5695381760597229, 0.1925896406173706, 0.28292837738990784]","[0.5009135007858276, 0.021694106981158257, 0.26386111974716187]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910044,1223851349,-1.5385200339555738,11.0,12,1.0,0.9166666666666666,-0.07403928890824318,0.4012700729072094,"[0.447750985622406, -0.19501201808452606, 0.24723099172115326]","[0.5695381760597229, 0.1925896406173706, 0.28292837738990784]","[0.5009135007858276, 0.021694106981158257, 0.26386111974716187]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910044,1340483724,-11.091291737549868,15.0,100,0.0,0.15,-0.011711192429065709,0.5940066900673173,"[0.447750985622406, -0.19501201808452606, 0.24723099172115326]","[0.5695381760597229, 0.1925896406173706, 0.28292837738990784]","[0.5009135007858276, 0.021694106981158257, 0.26386111974716187]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910044,1876876540,-52.66476542413232,0.0,100,0.0,0.0,0.12974094867706298,1.1999308763590761,"[0.447750985622406, -0.19501201808452606, 0.24723099172115326]","[0.5695381760597229, 0.1925896406173706, 0.28292837738990784]","[0.5009135007858276, 0.021694106981158257, 0.26386111974716187]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910045,1281927644,-8.489930913541471,11.0,100,0.0,0.11,-0.10424719855189324,0.5353966171294147,"[0.4482976794242859, -0.17423555254936218, 0.2422688752412796]","[0.5451157689094543, 0.193374365568161, 0.2169121503829956]","[0.5299338698387146, 0.00027045985916629434, 0.22967630624771118]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910045,1073040835,-1.2391375473141668,11.0,11,1.0,1.0,-0.11494438920170069,0.360173050314188,"[0.4482976794242859, -0.17423555254936218, 0.2422688752412796]","[0.5451157689094543, 0.193374365568161, 0.2169121503829956]","[0.5299338698387146, 0.00027045985916629434, 0.22967630624771118]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910045,954275866,-7.632138222119496,25.0,100,0.0,0.25,-0.11214451409876347,0.47843646305227594,"[0.4482976794242859, -0.17423555254936218, 0.2422688752412796]","[0.5451157689094543, 0.193374365568161, 0.2169121503829956]","[0.5299338698387146, 0.00027045985916629434, 0.22967630624771118]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910045,416935018,-55.07967226147651,0.0,100,0.0,0.0,0.10486474156379699,0.9926089241582758,"[0.4482976794242859, -0.17423555254936218, 0.2422688752412796]","[0.5451157689094543, 0.193374365568161, 0.2169121503829956]","[0.5299338698387146, 0.00027045985916629434, 0.22967630624771118]",0.07,0.13,0.03
