timestamp,index,name,util_gpu,memory_used,memory_total,power,temp
2026/06/22 16:55:43.860, 0, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 89.04, 50
2026/06/22 16:55:43.867, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 84.43, 50
2026/06/22 16:55:48.985, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.68, 50
2026/06/22 16:55:48.992, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.25, 50
2026/06/22 16:55:54.112, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 88.74, 50
2026/06/22 16:55:54.119, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.68, 50
2026/06/22 16:55:59.244, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.62, 50
2026/06/22 16:55:59.252, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.30, 50
2026/06/22 16:56:04.376, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.28, 49
2026/06/22 16:56:04.384, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 84.55, 50
2026/06/22 16:56:09.504, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 87.99, 49
2026/06/22 16:56:09.511, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.01, 51
2026/06/22 16:56:14.628, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 88.87, 49
2026/06/22 16:56:14.635, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.67, 50
2026/06/22 16:56:19.752, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 88.50, 49
2026/06/22 16:56:19.759, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 84.36, 50
2026/06/22 16:56:24.847, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 87.93, 49
2026/06/22 16:56:24.854, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.87, 50
2026/06/22 16:56:29.968, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 88.03, 48
2026/06/22 16:56:29.976, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.65, 50
2026/06/22 16:56:35.126, 0, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 87.20, 48
2026/06/22 16:56:35.135, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 84.49, 50
2026/06/22 16:56:40.258, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 88.12, 48
2026/06/22 16:56:40.266, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 83.92, 50
2026/06/22 16:56:45.388, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 88.24, 48
2026/06/22 16:56:45.394, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.48, 50
2026/06/22 16:56:50.516, 0, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 87.00, 48
2026/06/22 16:56:50.524, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.20, 50
2026/06/22 16:56:55.632, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 88.16, 48
2026/06/22 16:56:55.639, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.04, 50
2026/06/22 16:57:00.733, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 87.61, 48
2026/06/22 16:57:00.739, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.40, 50
2026/06/22 16:57:05.828, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 87.05, 47
